cluster,n_stations,temp_mean_c,temp_seasonality_c,diurnal_range_c,dewpoint_depression_c,precip_log_mm,wet_day_fraction,snow_day_fraction,wind_mean_ms,fog_day_fraction,thunder_day_fraction,precip_total_mm,latitude,longitude,elevation_m,abs_latitude,cluster_label
0,23,-1.0118324536648395,20.40049341901843,5.655778214304388,2.6317850076001874,6.079795002604029,0.28299184694927776,0.34009087625053613,7.2619646109343226,0.2351598412406582,0.0058580153845939125,621.1910338478149,19.814860895652174,32.754160656521734,248.17521739130433,60.51417267826087,Polar / tundra
1,81,-0.5308456991793749,39.665944153333434,10.994194721132274,5.3469648266674294,6.16896250571102,0.25124805815081724,0.2579339034691072,2.506926472425296,0.053798272935766146,0.0252258651430187,569.8333950214165,56.90149030493827,80.10364808148148,379.4576543209877,56.90149030493827,Subarctic continental
2,31,12.39838292174723,26.85822491835363,14.7886426547267,14.000699891197664,4.659652855670933,0.0820126544089893,0.02749095335862006,3.141038926800962,0.014348741510573661,0.014052628767608882,211.3011127772381,26.42982571935484,72.1703333967742,1407.6516129032257,35.61193377741935,Arid / semi-arid
4,114,16.549039108113323,15.899677585477813,9.726405483596338,5.640891934559102,6.78123600414001,0.2696000670187724,0.025386196426738717,3.3360268438917497,0.0531087872286506,0.057983372361567864,1011.3681769301804,22.65927004385965,31.82822512105263,261.2266666666667,36.21767579649123,Maritime temperate
3,24,27.134191521869397,3.605246380212778,7.211717012397319,3.8849811529780367,7.9065437980782045,0.5149006820480898,0.0005720411338367549,3.0374688365833844,0.015296803652968037,0.23166774337679927,2801.8987143310387,7.564432820833333,67.82291822083333,76.30625,11.423870154166666,Tropical humid
